c_reviews,label
"rics items are not good
bit costly
service is not good
hooka available here",-1
new dishes price is not more however servicing and ambience is good,1
good food best taste would be better if its more spacious  ,1
verities of food options available like indian chinies italian etc we tried indian and chinies and taste was good,1
food is good but very crowded in weekends,1
food was not good according to the price,-1
little on the expensive side and a minimum of  min wait time once an order is placed,0
worst service and waiter,-1
very poor treatment,-1
taste is moderate and quite expensiveambience is superbly decorated,0
good food and ambience must try,1
good ambiance food was very tasty,1
good value for money food is amazing and freshly prepared,1
taste is quite good  ambience is also nice ,1
i dont like food,-1
food was not acceptable worst tasty  ,1
nice nd awesome,1
good,1
excellent,1
the ambience food and service is nice,1
food was not good,-1
worst food and overpriced,-1
awesome food,1
very disappointed,-1
poor treatment,-1
superb quality food and tasty  ,1
food tastes good here,1
quality of food is really really good  ,1
nice place with good food and environment,1
must visit this place highly recommended,1
good chinese cuisine for foodies,1
food and the environment is nice,1
food is too good,1
good,1
amazing everything,1
nice,1
awesome  ,1
highly recommended,1
taste was amazing,1
good,1
nice place like it,1
excellent,1
only for breakfast,0
nice place,1
recommended for best,1
good,1
"yummilicious
must visit place",0
good ambiance,1
overall good,1
delicious,1
beautiful place,1
awesome,1
i wasted my k only for  dishes and it was worst the rest of the ambiance is acha h log ache h bs khana i felt nothing,-1
yummy food with good interiorsirf to photo khichne me hi time chalagaya ,1
beautiful ambient price also good food is realy delicious recommend restaurant in ambapua,1
its was a good cafe for spending quality time and the service were very good and people were polite and food was average  food was just average and u dont have any option to visit anyother cafe or restaurant near parla maharaja collage,1
we should not give even  star its ridiculous i have packed one chicken biriyani when i have opened the packet first thing quantity very less  probably they mixed up with chowmin or rice and adjusted with quantity secondly they ,-1
thought of giving it a try ordered chicken korma and chicken kassa taste was good  prices are bit on the higher side but the quality of ingredients used is  good u can taste it  portion size is good too ,1
"soory to share this experience 
at the very starting time of this restaurant both quality and taste was great
but now a days both of them has gone down
hope to see improvement in near future ",1
without thinking go there a peaceful place and good behavior of staffs make you more happier,1
phenomenal experience top notch food  atmosphere at city like bramhapur have been here multiple times and every time is an amazing experience all around highly recomended for quality food lovers as the food is always superb definitely a lifetime customer,1
ambience and service is very good but food test is not good they uses low quality oil spices and chicken they are applying so much food colour which is very bad,-1
awesome food quality  staff behivior are so good price are good,1
nice place for the locals to enjoy the food chicken biryani is really good along with non veg starters visit once and try out their chicken biryani,1
"very much affordable
taste is also good 
can have a huge blast of birthday party too",1
awsome  tried soupchicken tikkafull tandoori chicken and tangari kabab at different times recentlyfound pocket friendly and tastylove to visit again n again with family as ambience is also excellent,1
mutton biryani was delicious  ,1
great place good food reasonably priced  away from the crowd of the citya new place but definitely recommended with family,1
beautiful full resturant all veg and non veg foods are testy with chipper price i love this resturant  i provide  from my end,1
phenomenal experiencewas pleased with the delicious foodieee undoubtedly everyone must go for it without  any hesitation ,1
your biriyani is outstanding and soup is excellent  also decoration is very unique ,1
great place to dine inhygine spacious tandoor items are superb worth checking in,1
staff behaviour worst food bakwas,-1
good and testy food quality also good ,1
quantity bht kam order bht late,0
one of the best restaurant in berhampur superb food and ambience,1
awesome  good behaviour of staff  atlast the name suits its,1
really its an awesome restaurant come n eat the yummy food  ,1
love it great food awesome decor,1
should be visit test is good  and healthy also ,1
taste of food suites its name  ,0
best chicken tandoori leg piece,1
nice ambience and reasonable price,1
i think an insect bit me while i was sitting there,0
osm decoration and teasty food  ,0
nice ambaeince good variety of food,1
nice,1
all type cofee available,0
great aesthetic and ambience  ,1
ok,1
enjoy sunday with cafe delicious  ,1
best an good quality and item,1
good one,1
nice service and good place,1
not recommended for anyone,-1
nice and testy food  ,1
well furnished and decorated,1
nice and delicious foods ,1
ok ok food,1
super  ,1
worst restaurant,-1
berhampur,0
beautiful,1
really yummy  ,1
yummy food  ,1
super  ,1
super ,1
on other days there was biryani but today i added a lot of masala and it was so special,1
marble,0
"bad food quality wastage of money we can get better food in the other hotels
service was also not good
i ordered paneer butter masala but the paneer is not good",-1
interior portion of restaurant is very much attractive service is very good as well as food  atmosphere also wall artwork is much more attractive for todays youngsters just amazing ,1
i liked the food and the ambience equally the food quality is really upmarketbut the special attention care and friendliness from the restaurant owner subrat jena milanmade us feel right at home,1
the food was not that good wasted my money on maida dough like naan without any butter on butter naan and the chicken was so hard that i felt like chewing some rubber ball  ,1
food was good but the quantity is too low,-1
"here is a star review for backbenchers restaurant with very good service and delicious food fast service and very humble staff
absolutely amazing the food was incredible the service was impeccable and ",1
food is very tasty starter is very delicious but i feel the biriyani taste could be better ,1
"peaceful and scenic surroundings is
really attractive  waiters and service people are very humble",1
"i celebrated my birthday party treat with my friends 
the food quality is best 
thank you back benchers for your lovely food
we enjoyed a lot  ",1
good place for hangout with family and  friends ambience is fantastic price and taste is completely parallel must try it,1
loved the ambience and the food is very good comparing to the price staff behaviour is also good,1
so cool bro ,1
very tastyyyyyy food at a very valuable pricebeautiful interiorbest place for eating chicken biriyani and chicken kurkure momos ,1
in short a gastronomic destination especially hanging out with friends a small hut jammed with teens enjoying the delectables with superbly creative ambience and pretty affordable pricing being the real mojo the magic of crunch and ,1
"amazing foodawesome tastes
i ordered chicken mughlai plain naan honey chicken everything was awesome and upto the mark do visit this amazing restaurantpocket friendly for students cozy atmosphereslow music definitely you are gonna love it",1
its one of the best ever resturant and cafe of berhampuri just love each and everything about this restaurant starting from the food to interior everything is so perfect and organisedit provides a very good atmosphere to spend some time with friends mushroom chatpata of this place is my favourite ,1
too much slow need to have fast service,0
"i ordered cold coffee
st  it was not at all cold feels like thanda milk coffee mix kar k pi rahi hoon ",1
so beautiful so elegant just looking like a wowthe best food the cool behaviour love u tapan garu ,1
a cozy space to dine but overall good ambience and food,1
delicious food very good service ambiance also so good,1
decent experience food was ok you can give it a try,1
a overall good restaurant for family and has variety of items quite affordable price must try,1
food was amazing we have ordered prawns biryani mutton biryani and dum biryani but the management was not good we received the food after  hour although food was amazing ,1
delicious food insta background in the correct price range what else required for a food place must try korean fried rice and mutton rogon juice,1
tapan bhai is very good boy and his service is fantastic and awesome nd his behaviour is very cool nd we love each together,1
food is the best and the service is quite fast and good loved it,1
awesome hangout place good food good ambience who could have thought such awesomeness could be packed in such a small place,1
worst restaurant  staff are not good at all because not taking oder if needed second time ,-1
this restaurant has very good food quality they provide you with various kinds of veg and non veg dishes with affordable prices  if you want to go for a dine in berhampur then its a good place to visit you can visit here with your ,1
food is best atmosphere is god and service very fast,1
great place to hangout wth cousins and friendsbudget friendly price of food and drinksdiverse menuloved the golden crispy prawn frydefinitely worth a next visit ,1
hotel is veryy good u can come and enjoy spacious space to visit,1
very bad impression it takes  hour for a single piece of naan like seriously  taste was average ,-1
"very happy with the service
food is very tasty",1
the taste of food is very good and place is very hygiene,1
nice placewith tasty kurkure chicken and kurkere paneern virgin mojito is also good but space is less,1
"is this year  back bancher restaurant service providing its rd year 
so yesterday i go to take my dinner 
dinner is osm ",0
best place near mkcg medical college for celebrating birthday and other type of occasion the food is somewhat more or less upto the mark acc to the price range  workers are friendly ,1
i had a fantastic dining experience at backbenchers the food was absolutely delicious and the portion sizes were generous providing great value for money the chicken dishes were flavorful and the meat was tender and juicy the ambiance ,1
good place to hang out the food is awesome  ,1
the food was very deliciousstaffs were very friendly,1
their ambience is good and their items was tasty and delicious  good place to hangout good food affordable price,1
i liked the food and ambience but the suggestion is to create more space and to visualise the board n to highlight the restaurant to attract the guestsi am so much please wid chicken fried biriyanihave a try guys,1
tried paneer kurkure and mushroom chatpata paneer was a little sour mushroom was good though,1
nice test i visit most of time this resturant,1
good place for dinner ambience is also good,1
the place is really awesome the customer service is really awesome the staff behaviour is awesome they are very polite and their behaviour is really awesome the environment is quite awesome the need to expand their dining area it was ,1
the food was amazing but the surving is also great staff are so polite the hooka are smooth i also try so many hooka parlour but this place hooka are such smooth this place is perfect for hangout with friends  the you love one  ther mantain privacy as well,1
"awesome food quality
awesome service
testy testy yummy yummy foods      
peacefull place ",1
"the food is great 
even the price is in good range the only issue is the quantity",1
"one the best restaurant with such great ambiance in berhampur is simply unbelievable
the food is like next level  uff i still cant forget the taste 
service quality is best",1
the experience is pretty awesome  the food and drinks here is also quite amazing but the fact being the best restaurant nd staff service is best,1
really a great place to spend quality time with friends foods are delicious price is very good,1
"quantity is very low and very cheap
we were eating a waiter was looking at us with a dirty look but the food was tasty ",-1
affordable place for friends to hangout food was good but service is a bit slow otherwise everything is good,1
good quality food at reasonable price,1
food is awesome place is little compact so hardly  persons can accommodate in behavior of staffs is also good and they have decorated their little hotel nicely good place for treats and bites,1
the place and ambiance were quite good but rest all were dropping the quality of the restaurant the washrooms and wash basins were not clean and sanitised which shows first thing the foods were quite disappointing as for the fact the ,-1
food is good in budget and tasty but they really need to work on the hygiene there were cockroaches moving around on tables on sofas n corners highly doubt the hygiene,-1
tasty food and good for small party,1
food prices increased now also taste deteriorated,1
"we and my frnds randomly gone to back benchers  but damn serious it was awsm 
their service was jst awsm nd food was also very nice and affordable i would like to suggest back benchers to everyone
thank you ",1
it is old berhampur rly station and best,1
i would suggest this place for small events specifically for friends cost is much affordable price and its really a great place for some good clicks you know food was all good and tasty service was also very good i liked the atmosphere and all  i would happily suggest this place for dining have a great day ahead  ,1
i love this restaurant the prices  the atmosphere the service everything is so satisfactory its a big thumbs up for every foodie ,1
"i order bb special biriyani chicken
first things the presentation
its look too delicious ",1
good place food quality is best according to the pricegood for college students as well as for family,1
delicious foodhumble staff fast service,1
go n njoy with your family  also friends  ,1
food tastes good especially mutton biriyani is too good  ambience full on college wali feel waiting time for food is not too much budget friendly to dine in with a group of friends,1
super food excellent service,1
the things u get is kept for   days in refrigirator and served hot i ordered paneer biriyani and paneer kadhai paneer was very sour already but the kadhai was ok and main is service and waiter is terrible no clean tableshairs and ,-1
not that good but its okk in taste but comparison to its price it is okk,-1
place is beautiful but small its ok for small groups if u have  ru  members than it problematic dish are tasty and staff ares good ,1
service was very bad and time management was worst,-1
the place is small and congested cannot fit enough people during peak hours the staff are not receptive dismissive and always in a hurry the staff asked us to change our seats from a nice place to a dirty table the wait time is horrendously long bad experience,-1
all staff and services are good food is very tastey and velue for money food preparation bit slow and bit more oil,1
this place keeps you waiting for hours and after hours asks to leave indirectly saying it will be late if a person visits at pm at pm they will ask you to leave without serving ,-1
a best place and food is so good service are also good go with your mandu and enjoy,1
"this a newly opened restaurant com cafe good for hangout with your friendsfamily and good for couple also
the taste is superb over here and it is not that expensive also ",1
the behaviour of tapan bhai is so awesome  the food taste is superb,1
the ambience and the hospitality is quite good the prices are quite pocket friendly,1
late service but great taste,1
delighted at the first visit it is same as reviewed multiple times by the visitors the ambience is very good and food is equally good very good for birthday celebration and hangout with friends,1
if u want to hangout with friends then this place is so goodthe bg wall paints are so cool too,1
needs to improve on hygiene the person who serves the food also cleans the table using a dirty cloth and with the same hands ie without washing hands cleans the serving plate and serves food too food is not that great,-1
very small place but food is good,1
good tasty and delicious dishes served within reasonable waiting time must try,1
chinese item are soo good and taste are so amazing recommend hotel for the all student and bachelor coz the budget are so frndly for party and all,1
nice cafe but it cover a small area  ,1
food quality good but survice is not proper time,1
best portable hookah amotion roam mini,1
name justifies the taste of foods served  recommended for biriyani lovers  couples n parties  location is so cosy,1
dont look at paid reviews service is worst iordered food from  pm they have not served till  pm theydont even ashemed of it worst worst worst experience,-1
nice cafe in townsmall cozy place with good interiorsand the best part is foooodthey serve some really great delicious food at very affordable pricegreat place to hangout with frnds must try milkshakesmomoschicken kurkurechicken biryani,1
"best place with best buddies
the staffs are well behaved
everyone should go for it ",1
good dine in experience  beautiful ambience  little bit congested but manageable considering the price range and taste of foods,1
its a bachelor restaurant coz above  customers are students as its name mean that but good quality food nice taste,1
"the food is good
money worthy n taste is fab",1
we visited this restaurant we loved the food  taste hospitality everything,1
its really really nice place weather you go for any party or for date and all things and items are affordable i recommend once visit there,1
tried out chicken lollipop was okiesh,0
the food quality is good but this place is so contested ,1
its okay okay type ,1
supppper taste in berhampur  ,0
good bt the food is not hot  ,1
i havent tasted any other dishes over here but their chicken biriyani taste good,1
food at affordable rates interior is ambient and well maintained one star down for space limitations feels a lil congested  ,1
their ambience is good and their items was tasty and delicious  very rea price  ,1
good food at reasonable price good for youngsters has a vibe,1
good for couples and friend groups also,1
best place where you get a good food in both  quality and quantity size and of course price for every dish iz affordable,1
"serving is too slow they should improve it
food  ambience all are good",1
first i recommend try the biriyani so tasty,1
late orderoily foodno response from waitersbiriyani does not come with salad and juice ,0
good place for having a small gathering little parking issues else food is good,1
"great taste and value for good for hangout and party
accommodation is also desirable
everyone must go once  ",1
"tasty food
but not well maintained seating place cleaning is not proper",-1
its a very nice restaurantthe food is very nice and tasty love to visit it again,1
this dinner made my evening happyier,0
most of the food is frozen  food quality is not great and maintenance is not good,-1
food is good service should be bit better and speed,1
"should have to work on customer service as now very poor on that level not as expected
and the food preparation are not in schedule",-1
"best place with best food
am loving it ",1
best restaurant in berhampur locality with affordable price and delicious taste,1
tasty food with low ratestime pass for college students,-1
everything was nice  food service and ambience ,1
excellent service  ,1
only oily no taste,-1
fair price  amount of food is good  also taste,1
everything is finebest taste that could really hyper your taste buds,0
there were  cockroaches roaming around my plate right on the table god knows how many would be there in the kitchen,1
delicious food  ,1
veryyy godddd,0
foods are very good but service is not good,-1
place was good  calm serving service was also good,1
food is like super delicious,1
nice hotel cost of the dishes are also chip,1
food quality was not expected,0
food is tasteless  service is very bad ,-1
tasty food n quantity n quality is good,1
aswom nd very good  items nd my favorite restaurant  tq,1
awesome place i must suggest you to go there awesome service also,1
worlds best cafe restaurant,1
nice  love the food,1
nice one loved it  ,1
a restaurant  hukka bar,0
good restaurant having some different decorations,1
the food is ok but not so good,-1
small place n food was not awesome,-1
good interior  but food lacks the taste,1
quite good cafe for a quick bite,1
superb taste nd best interior,1
delicious food ,1
the food is mouthwatering,0
beautiful place for eating and chill ,1
for new generation its very mind fresh place,1
food preparation could be better,1
was good one,1
nice place to hang out wid frnds,1
best,1
good service,1
best place for parties  ,1
nice food,1
loved it,1
nice vibes,1
affordable one,0
awesome  ,1
cheap and best,1
best restaurant,1
nice,1
ok,1
good,1
wow,1
outstanding hotelll pura kere kera jaga ta aso boso khaibaku bhala milibo moja hi moja,1
good hotel in berhampur,1
"the best biriyani of berhampur city
must try chicken biryani  ",1
biryani salad was very badjust white water,0
best hotel at berhampur,1
its nice,1
"a keys
like osm",1
all the food items are delicious quantity is good their serving time is well minas we dont wait for long cosy place for lunch and dinner according to price the food item worth it,1
"had an amazing experience there the hole prawns were amazing
quantity top notch 
quality top notch 
price was totally worth it ",1
over hyped   but taste was ok ok not as we expected  ,1
the food was absolutely badmushroom kadhai which we were not given was mushroom kadhai it was something else its gravy was white because of that it looked like it was completely cooked but we were trying to understand that maybe it ,1
i went for a group lunch with my friends and the food was quite good the atmosphere was even better and the service was also good last but certainly not least a big thanks to the security bhaina who captured our group picturebecause without it memories just wouldnt feel complete,1
olive restaurant in berhampur located at subarao square is a popular dining spot offering a variety of cuisines including indian tandoor and fast food it has received favorable reviews for its inviting atmosphere and diverse menu ,1
food is awesome with good ambience service can be made faster car and bike parking is available going by car through subarao square might be difficult in some cases better to take the side route from womens college near gopabandhu ,1
"nice ambience and service  the taste as well as price are overall well balanced too
nice location to have get togethers as well as good place to spent family time  ",1
delicious food good place to hangout with friends and family proper parking space available for all kind of vehicles,1
i love the ambiance of the restaurant love the schewan veg noodles and mushroom manchurian,1
great ambiance and the food is deliciousauthentic indian cuisine and a huge variety of options to choose fromthe staff is well behaved and service is greati had a great time here,1
"tasty  food
service is also amazing 
wonderful place with lots of flowers 
but bathroom is not clean ",1
food quality is not bad but wait time is horrible parking your car is a painful task price is reasonable it seems that there are less number of staff so the customer feel unattended to some extent i waited for  minutes to get my meal served,-1
awesome taste and behaviour of staff are professional you will definitely enjoy the food with music,1
service is good food is tasty price is a bit higher than other restaurants but worth it it should be known that they take parcel charges,1
"rudeness of staff is high level
they serve cold drink only after completing of main course if we ask cold drink while having main course they ignore us",-1
oo olive its the best in brahmapur great food in reasonable price range you wont regret your dining experience here even if you spend some extra bucks compared to others waiters are friendly and do their job nicely ambiance is good both for family and friends i like everything there and food ufff kyaa baat kyaa baat,1
good food served by courteous staffs in a hygienic surrounding and good ambience interior design at reception lobby and cash counter are fascinating as its graced by quotes from some great people cleanliness of restroom and wash basin are unmatched,1
"ordered fried rice 
seriously the cook knows how to prepare
he served boiled rice adding vegetables paneer on it ",-1
very very bad experience we brought one hot  sour soup  chicken drumstick  barli prawn  olives special chicken dum biryani which cost of rs which is not value for money ambience is very poorservice is not good at all  very ,-1
overall a good experience items taste are goodbut the interior is awesome,1
superb taste nice ambient staffs also good fully recommend restaurant little bit higher price then others but its worthy,1
"experience was good with a nice atmosphere  tasty delicious food items
great place for dinner",1
ambiance is good but the taste of food is average  i dont recommend this place,-1
great family place most notable thing is their service food was often good subject to the dish you are ordering anyway i liked it and recommend for a friend or family get together,1
"beautiful place i enjoyed a lot with my family
all food served by the restaurant is very tasty
although the price is little bit high but you assured with the quality and quantity of the food get delivered here one of my favourite restaurant kn berhampur",1
good restaurant as per cost wise food is good and taste of food is also good location is also good,1
this restaurant is on the first floor it has a very cozy ambience always with good bollywood music it is on the higher side on terms of price but i would say you wont regret paying the money for the quality of food you get here it is ,1
one of a good neat and clean appearance with well designed hotel with verities of food offers like marsala pampad  chicken tikachiken pakada pudding chicken biryanimaton biryani may be its a  costly hotel  but u get full money in return by their professional hospitality and services,1
best restaurant in the town with a delicious menu n the staffs are very good i like the starters here mutton starters are so yummyyy  for couples its a best place ,1
best dishes with excellent service and savory tasteyou mouth will watering  i sure ,1
food was too delicious and less spicymaintained hygienic norms in this covid situation  ,1
"food was cold
rice was good",1
not so spacious  and the rate is too high for veggies better go for bhojnam,1
"good servicedue to bad bazar always busybut parking place is
not so sufficient",-1
probably the worst service i have encountered in bpr  waited for approx hr for food to reach to table too rush on weekends and staffs are not even attending properly no comments on food coz the urge for food died we ordered food at  and the pic is taken at pm,-1
expensive but nice place to dine out american corn is the best in town must trykung pao prawn is awesome tooo,1
its a good restaurant with good tasting foods ,1
their service was nice great lighting system and also tasty food interior was a great attraction,1
good resturant but parking of vehicle is not secured,-1
this place can be counted in top  resturent  in berhampur  been the oldest and food quantity and quality both are great cleanliness is also great the servicing  staff have polite attitude and quick servings,1
service is great interior decorations are good and above all the food tasted really finger licking good even the price is appropriate for the quality of food and service they provide,1
food quality not good but location very good  please improvement food quality ,1
good food and nice interior and friendly staff,1
"taste is amazing
quantity and quantity is worth of money",1
worst food  very salty and not good in taste even had stomach ache n loose stool after getting home  will never visit again waste of money,-1
"food is very good in taste and they have variety of dishes only the service is lack lustre and ambience also is not that good
price is little bit over higher side",-1
food taste is good also ambience is great,1
over all good to have dinner together with family,1
the taste is good according to price they serve food of good quantity ,1
the waiters and the staffs are very helping i had a wonderful chicken dum biriyani there which is very tasty,1
had a farewell party here service provided by them was really good foods are also tasty no complain,1
this restaurant is one of my favorite place in whole berhampur city food here is awesome ambience is cool had a chance to talk with the chef for the food compliment staffs are well mannered little cozy place but overall a good place,1
too many late to serve items even if you order a water glass they will also take  minutes to bring this also food taste is not much better taste,-1
excellent ambience very near and clean very nice and tasty food service also very nice,1
wonderful experience of foods  service and atmosphere,1
at reasonable price youll get delectable food,1
so nice  but they take more time to made a order,1
tatse is good and service alsogood place for family dinner ambience is good,1
i had lunch a long time ago and the the food was classic and had a very good taste and it was really good and expensive too but recently i went to the restaurant after a long time and orderd food but it was below standard and the price of ,1
found stick in foodno response from staffdisgusting dont visit this place very bad experience,-1
food is good access to this resturant is through a narrow road that is just a problem everything else is best staff behavior and ambience,1
omg teast speech less,0
staters are very nice but main course is not worthy  main course is not quantifying as price,-1
we ordered non veg cuisine it was attractive and tasty the ambience is decent the staff is also pretty well mannered you can have a good time with friends or family while enjoying good tasty food  ,1
yesterday i visited olive restaurant on my birthday place is awesome staff members behavior is also good but the main course paneer hyderabadi dont order as it tastes so sour and the chicken biryani is also not that much good and the ,1
never even visit this restaurantthey serve uncooked food and staff are also worstthey never serve good food they just heat old cooked food and serve never visit therealway good to visit any other restaurants,-1
nice restaurantwell decorated  service is also goodthey dont ask for gst,1
a good restaurant in berhampur but too dark inside some more light would make the place more cosy,1
overall experience was good but there were extremely delay in getting the order which turned into having a bad experience also the service people needs training about quality service they seems like newbies otherwise the food quality was good,0
only one thing is good about olive restaurant is the food and nothing else we requested for regular water but the waiter keeps on insisting to take packaged drinking water we repeatedly asked for water for about  times but after sometime ,1
food and services were decent and its a family friendly restaurant atmosphere of the place is decent too but it would have been much better if it was a bit cleaner and more lit,1
its my hubbys birthday on th january we went to take lunch in olive resturant its an amazing restuarant in brahmapur ambience appearance friendly behaviour of stuffs and warm welcoming atmosphere is so much satisfying im from ,1
as per price is very high and taste also not good i have order something they have given different when i opened the parcel its my first and last visit,-1
an beautiful fine dine restaurant the food is delicious the quantity is atpar with the price the staff is very cordial and friendly,1
it is a small place and a very busy place costs are comparable with most restaurants in berhampur the dining area is crumpled and get very noisy good for a quick party of friends but if you want a quiet dinner it is a misfit,1
peaceful environment delicious foods and beautiful place with wellmannered staffs,1
"ambience is good but restaurant is below average 

reasons ",1
the food served by this hotel is amazing ,1
great place for selfies not for goodfoodie must not place to gohad hot and sour soup lack taste and the starter items were either oily or too dry and taste was just okaybiryani u dont get to smell the aromai think he served ,1
"such a good experience  at olive
staff are so friendly  well experienced
verity of food options ",1
yo the ambiance is great tv shows running cooking shows  management is nice the food quality is great  and it is located a little inside of the street ,1
"today i ordered paneer and butter naan
i m a regular customer but what i felt is that todays food was not good at all i dont know why the paneer hydrabadi that i ordered was of no taste like there ",-1
excellent taste and reasonable prices great service definitely deserves five stars we went for a family get together there and enjoyed a lot the food is extremely delicious and the waiters are also very nice overall a great experience,1
"tasty food
excellent service
average price",1
"good place to have mutton item we ordered staffs recommend mutton andra fry to our suprise it tasted so good we ordered it nd time
biryani is pretty average ",1
food quality was good and quantity was also sufficient but little expensive according to my opinion ,1
really it is waste of time spent in this restaurant because when customer is already informed that they need less spicy still the restaurant is serving spicy chicken curry ,-1
very nice restaurant of berhampur food offered are tasty but not cost worthy  service offered are very nice boys and manager are very cordially  best part of the restaurant is its interior design and music combination better place for couple and family but packing is area of concern,1
today i went to olive for lunch but unfortunately the items which i ordered were not satisfactorythe quality has been totally deterioratedin veg fried rice the rice was not boiled properly very hard to eatthe veg khajana was smelling ,-1
nice place for food but very dark environmentvery late service,1
one off the worst taste i ever had eaten ordered chicken  was sour in taste chicken dragon was sugary in taste and in main course the mutton biryani wasnt at all sufficient there were only three small pieces also ordered chicken ,-1
testy food and familiar atmosphere  ,0
"the food price is too high
quality of biryani is not good
the rice in the biryani is thick in texture so it gave difficulty while eating ",-1
food is great sometimesok ok sometimesnever disappointing but one thing to be improved is service the time between ordering n serving was never less than an hour irrespective of what we order or the amount of people is the restaurant,1
its okay nice ambience food very good staff a bit confusing they didnt help me order the right dish i wanted to eat as i m not a local other wise overall experience is very good one of my friend suggested it which turned out to be good,1
"the perfect place for having great time spent with friendsfamilyand the close one
the restaurant offer many countries food ",1
"best in town for a quite and decent environment with very tasty food

i dont know why most restaurants keep their lighting very low and serve food in dark environment i prefer a little more light when i eat",1
good quality food service is prominent,1
food was good but the service is very bad if you ordered something here then you have to wait hr to get your food and if you are hungry then please get some food and then visit this place because if you ordered something then they will ,-1
best chicken kadai i have ever had so far would be better if it was located at roadside in stead of somewhere in a narrow street,1
good ambience and food the soup was really nice and so was the egg fried rice we had overall a nice experience do try the masala thumbsup here,1
dinning space is small need to wait if one visits during the peek time of the day ambiance is good price is liitle bit high compared to otherscustomer service is upto the mark no parking issuse other than four wheelers,1
"great restaurantinterior facilities ambiance service and above all food quality are superbnot less than any star hotel in metros
as on date i feel this restaurant offers the best overall experience ",1
both quantity and quality was not good staff arrogance was too much they were more focused on cricket than customer service,1
one of the best food place in berhampur meets quality,1
very bad experience food is not good but the price will always high not good for searching good restaurant i dont recommend this ,-1
one of the best food and atmosphere you can experience,1
service is not good very late service foods are not available,-1
light is dim for clicking photoes other wise nice place,1
worst experience till date in berhampur the staffs dont know how to behave and serve to their customers and we ordered at pm and till  no dinner was served   no glass and no forks and spoon  the staffs denied that they dont ,-1
we waited for  mins for the order and got to knew later that they didnt expect such crowd coming in on a sunday evening pathetic service coming in for the st time,-1
this has got to be my favorite restaurant in berhampur whatever dishes i have had here till now starting from appetizers to main course are all really good  well prepared items i have been here multiple no of times  hv nvr been ,1
very good,1
"decent food at berhampurprobably one of the best service around here the staff is extremely good and adept
the food is also decent some of the chinese dishes are very indianisedtry ",1
probably the best restaurant in berhampur good taste fresh food and nice ambience have been going there since a long time they have evolved but have maintained their dark theme,1
"this is good place to have dinner with family
pros its an ac restaurant the quality of the food is good
cons its a bit expensive compared to other restaurants the room is a bit dark theyll serve the food late",1
good taste for chinese and non veg lovers indian cuisine is bit okayish although being exorbitant a few of the serving people seemed annoying but the guard seemed showstopper,1
a very good example of a very bad restaurant   i wish that i can give this place zero stars only go here if you have at least two hours to wastesave your money and do not eat here,1
ambience is good   food i tried here twice but honestly my rating is  out of  for food i felt ok ok kinda good for family and friends hangouts,1
"good restaurant for candle light dinner
right place for hang out with friends awesome food items of chicken  fish  one canot forget  biriyani of mutton and chicken  and vegetables as well tasty but ",1
simple ambiance and quality food bit expensive comparatively staff is well mannered and helpful,1
excellent food very tasty beware of quantity becoz they give more quantity as compared to some other hotels very tasty food nice place also,1
"food was goodnot bad at all
had lunch here",-1
a cosy place with dim lighting and nice ambience lot of variety items on offer and most of them are good ,1
i ordered mutton biryani but staff parceled white with mutton  piece this is very ridiculous,-1
here taste of the food is ok but it is very expensive it is not affordable for middle classit takes more extra charges also for normal drinking water,-1
nice place to dine,1
nice place to boozing along with friends ambiance is good  parking of four wheeler is an issue weekend to crowded working days service is also better one of the best family restaurant in berhampur,1
nice experience you can get every delicious food here but it takes some time,1
interior and the service was really good the food was very delicious highly recommend to try seafood items and non veg items,1
food was great and tasy this restaurant look premium and have delicious food but due to heavy rush you have to wait to get a table,1
food is tasty value for moneylittle bit crowded on weekendsyou have to go before or book table early for conveniencebut its cozy n food is delcious,1
food quality and taste is delicious  just need to improve the serving time,1
food taste is good price is also reasonable staff are also good and responsive many times i liked the calmness maintained inside here,1
it was a very good restaurant though it was a bit more expensive it has maintained the price but the quality has fell off the cliff very bad experience as of december ,-1
this is a multicuisine restaurant if u love chinese food then this one is a great choice  staff behavior is good  they suggested me this drink n it was awesome to taste  ,1
ok good quality overpriced in my opinion in a city like berhampur where u find top notch local food at reasonable price olive was a disappointment on a positive note ambience and service was good,1
"wrost food
my personal options dont go there
there giving chiken items which was smelling bad stale chiken which will make ",-1
food quality is good and service is not bad,1
nice ambience good food little bit masaledaar and oily but tasty little bit narrow road to enter into the main gate but its ok,1
"dark theme with good service and polite with customers
nice place to dine in but need to wait for your turn
at the end luscious food",1
gd restaurant to hangout with frnds and family,0
the food was okay okay all the waiters were engrossed in watching movie on full volume in d same room we were dinning in there were too many mosquitoes the aura wasnt great either overall a below average experience,0
"very bad service  bad behaviour of hotel manager
serving  days before making food
over all very bad service",-1
great food at great cost,1
amazing taste and worth of every single penny biriyanis are quite remarkable in entire brahmapur nice work keep it up ,1
the food is good but the service is slow and the place is dimly lited,1
i heard  good about the restaurant but may be i didnt find that great food,-1
one of the worst food and service i ever got will not recommend,-1
i love this place  good also tasty but more costly  veg items are not upto markbut nonveg so good kerala chkn tandoori was so different and yummy  ,1
ambience of restaurant is good food is also tasty servicing is also nice paneer kadhai and veg nizami handi are a must try cost is also decent,1
food quality excellent but very slow servicemay be due to some inconvenience staffs are well behavedneat and clean,1
bad experience food not good  behaviour also not good serving plates are also broken etc completely worst resturant,-1
